Name,StarNameFString,CatalogFString,RightAscenstion,Declination,OptionalVisualMagnitude,Parallax,ProperMotionInDeclination,ProperMotionInRightAscension,RadialVelocity
HR 8540,Del Tuc,BSC,336.8333,-64.9664, 4.48,,0.003,0.071,12
HR 2361,Lam CMa,BSC,97.0421,-32.58, 4.48,0.013,0.024,-0.018,41
HR 4343,11Bet Crt,BSC,167.9146,-22.8258, 4.48,0.051,-0.1,0.003,6
HR 2199,70Xi  Ori,BSC,92.985,14.2089, 4.48,-0.001,-0.02,0.003,24
HR 3974,21    LMi,BSC,151.8575,35.2447, 4.48,0.05,0.004,0.053,-18
HR 7469,13The Cyg,BSC,294.1104,50.2211, 4.48,0.056,0.257,-0.017,-28
HR 3619,15    UMa,BSC,137.2179,51.6047, 4.48,,-0.03,-0.137,0
HR 2238,2    Lyn,BSC,94.9058,59.0108, 4.48,0.035,0.026,-0.008,-4
HR 3498,,BSC,131.6771,-56.7697, 4.49,,0.008,-0.01,27
HR 2740,,BSC,108.14,-46.7594, 4.49,0.048,0.103,-0.132,-1
HR 3084,,BSC,118.1612,-38.8631, 4.49,0.012,-0.006,-0.002,-31
HR 8988,105Ome2Aqr,BSC,355.6804,-14.545, 4.49,0.041,-0.066,0.101,3
HR 5570,16    Lib,BSC,224.2958,-4.3464, 4.49,0.047,-0.15,-0.094,22
HR 3981,15Alp Sex,BSC,151.9846,-0.3717, 4.49,0.015,-0.013,-0.016,7
HR 8123,7Del Equ,BSC,318.6204,10.0069, 4.49,0.058,-0.305,0.049,-15
HR 2478,30    Gem,BSC,100.9971,13.2278, 4.49,0.007,-0.058,-0.003,14
HR 1394,71    Tau,BSC,66.5867,15.6183, 4.49,0.007,-0.023,0.112,38
HR 8485,,BSC,333.4696,39.715, 4.49,0.02,0.013,0.038,-11
HR 9076,Eps Tuc,BSC,359.9792,-65.5772, 4.50,,-0.024,0.048,11
HR 4074,,BSC,155.2283,-56.0431, 4.50,0.008,0.003,-0.016,10
HR 8431,14Mu  PsA,BSC,332.0958,-32.9886, 4.50,0.03,-0.031,0.08,12
HR 2948,,BSC,114.7054,-26.8017, 4.50,0.01,0.019,-0.017,24
HR 3034,Omi Pup,BSC,117.0217,-25.9372, 4.50,,0.006,-0.009,15
HR 8080,24    Cap,BSC,316.7821,-25.0058, 4.50,0.022,-0.043,-0.023,32
HR 6104,4Psi Oph,BSC,246.0258,-20.0375, 4.50,-0.002,-0.047,-0.027,0
HR 8984,18Lam Psc,BSC,355.5117,1.78, 4.50,0.028,-0.155,-0.129,12
HR 2385,13    Mon,BSC,98.2258,7.3331, 4.50,0.007,-0.006,-0.001,12
HR 5185,4Tau Boo,BSC,206.8154,17.4567, 4.50,0.059,0.041,-0.482,-16
HR 4259,54    Leo,BSC,163.9033,24.7497, 4.50,0.015,-0.012,-0.072,5
HR 3799,26    UMa,BSC,143.7063,52.0514, 4.50,0.025,-0.035,-0.065,23
HR 1264,Gam Ret,BSC,60.2242,-62.1594, 4.51,,0.026,0.002,-7
HR 5704,Gam Cir,BSC,230.8446,-59.3208, 4.51,0.01,-0.038,-0.016,-17
HR 2042,Gam Pic,BSC,87.4571,-56.1667, 4.51,0.018,-0.076,0.083,16
HR 7920,Eta Ind,BSC,311.0096,-51.9211, 4.51,0.049,-0.058,0.158,-2
HR 3765,Eps Ant,BSC,142.3112,-35.9514, 4.51,0.005,0.001,-0.022,22
HR 1453,50Ups1Eri,BSC,68.3775,-29.7667, 4.51,0.028,-0.275,-0.102,21
HR 8213,36    Cap,BSC,322.1808,-21.8072, 4.51,0.023,-0.006,0.138,-22
HR 8093,13Nu  Aqr,BSC,317.3987,-11.3717, 4.51,0.017,-0.015,0.095,-12
HR 824,39    Ari,BSC,41.9771,29.2472, 4.51,0.027,-0.123,0.149,-15
HR 352,83Tau Psc,BSC,17.915,30.0897, 4.51,0.023,-0.035,0.072,30
HR 8579,6    Lac,BSC,337.6221,43.1233, 4.51,,-0.005,-0.001,-8
HR 7955,,BSC,311.3379,57.5797, 4.51,0.046,-0.236,-0.064,-31
HR 7685,67Rho Dra,BSC,300.7046,67.8736, 4.51,0.017,0.046,0.016,-9
HR 3856,,BSC,144.8375,-61.3281, 4.52,,0.021,-0.041,20
HR 7604,59    Sgr,BSC,299.2367,-27.17, 4.52,0.014,-0.013,0.008,-16
HR 5359,100Lam Vir,BSC,214.7775,-13.3711, 4.52,0.017,0.03,-0.015,-11
HR 8795,55    Peg,BSC,346.7513,9.4094, 4.52,0.016,-0.014,0.011,-5
HR 5842,21Iot Ser,BSC,235.3879,19.6703, 4.52,0.011,-0.046,-0.057,-17
HR 7744,23    Vul,BSC,303.9421,27.8142, 4.52,0.008,0.008,-0.036,3
HR 68,25Sig And,BSC,4.5821,36.7853, 4.52,0.023,-0.041,-0.063,-8
HR 6485,75Rho Her,BSC,260.9208,37.1458, 4.52,-0.002,0.006,-0.037,-21
HR 1995,29Tau Aur,BSC,87.2937,39.1811, 4.52,0.007,-0.022,-0.025,-20
HR 8830,7    And,BSC,348.1375,49.4064, 4.52,0.051,0.098,0.092,13
HR 707,Iot Cas,BSC,37.2667,67.4025, 4.52,0.023,0.011,-0.017,1
HR 5041,,BSC,201.0021,-64.5358, 4.53,0.002,-0.026,0.029,12
HR 5035,,BSC,200.6579,-60.9883, 4.53,,-0.014,-0.039,6
HR 6783,Eps Tel,BSC,272.8075,-45.9544, 4.53,0.023,-0.037,-0.017,-26
HR 2937,,BSC,114.3421,-34.9686, 4.53,,0.014,-0.022,24
HR 2113,,BSC,90.0142,-3.0742, 4.53,0.022,-0.076,0.012,26
HR 8773,4Bet Psc,BSC,345.9692,3.82, 4.53,,-0.011,0.013,0
HR 4527,93    Leo,BSC,176.9962,20.2189, 4.53,0.022,-0.003,-0.149,0
HR 843,17    Per,BSC,42.8783,35.0597, 4.53,0.004,-0.061,0.009,14
HR 7963,54Lam Cyg,BSC,311.8521,36.4908, 4.53,0.008,-0.005,0.009,-23
HR 226,35Nu  And,BSC,12.4533,41.0789, 4.53,,-0.019,0.023,-24
HR 127,Bet2Tuc,BSC,7.89,-62.9658, 4.54,0.03,-0.056,0.101,10
HR 5781,,BSC,233.9717,-44.9586, 4.54,0.014,-0.03,-0.025,7
HR 5712,Phi2Lup,BSC,230.7892,-36.8586, 4.54,,-0.023,-0.018,2
HR 6616,3    Sgr,BSC,266.89,-27.8308, 4.54,0.035,-0.009,-0.001,-13
HR 2414,5Xi 2CMa,BSC,98.7642,-22.9647, 4.54,0.025,0.016,0.011,26
HR 5652,24Iot1Lib,BSC,228.0554,-19.7917, 4.54,0.03,-0.039,-0.036,-12
HR 6493,,BSC,261.6579,-5.0867, 4.54,0.032,-0.043,-0.092,0
HR 2864,6    CMi,BSC,112.4492,12.0067, 4.54,0.029,-0.019,0,-15
HR 5616,43Psi Boo,BSC,226.1113,26.9475, 4.54,0.018,-0.006,-0.174,-26
HR 1726,16    Aur,BSC,79.5446,33.3717, 4.54,0.014,-0.16,0.045,-28
HR 193,22Omi Cas,BSC,11.1812,48.2844, 4.54,,-0.008,0.019,-17
HR 5329,17Kap2Boo,BSC,213.3708,51.7903, 4.54,0.01,-0.002,0.063,-17
HR 9045,7Rho Cas,BSC,358.5958,57.4994, 4.54,0.023,-0.002,-0.002,-43
HR 1040,,BSC,52.4787,58.8786, 4.54,,-0.002,0.006,-6
HR 575,48    Cas,BSC,30.4892,70.9069, 4.54,0.035,0.004,-0.067,-5
HR 1652,Gam1Cae,BSC,76.1017,-35.4833, 4.55,0.013,-0.051,0.129,-3
HR 6081,19Omi Sco,BSC,245.1592,-24.1694, 4.55,0.005,-0.023,-0.003,-8
HR 9098,2    Cet,BSC,0.935,-17.3361, 4.55,0.007,-0.009,0.026,-5
HR 8923,70    Peg,BSC,352.2888,12.7606, 4.55,0.016,0.027,0.064,-15
HR 5544,37Xi  Boo,BSC,222.8471,19.1011, 4.55,0.156,-0.098,0.137,3
HR 3800,10    LMi,BSC,143.5558,36.3975, 4.55,,-0.022,0.006,-12
HR 8089,63    Cyg,BSC,316.6504,47.6483, 4.55,0.008,0.001,0.008,-26
HR 2527,,BSC,105.0167,76.9775, 4.55,0.023,-0.013,0.071,-26
HR 1247,Del Ret,BSC,59.6862,-61.4003, 4.56,-0.001,-0.018,0.011,-1
HR 5395,Tau1Lup,BSC,216.5342,-45.2214, 4.56,,-0.013,-0.012,-22
HR 5210,3    Cen,BSC,207.9567,-32.9944, 4.56,0.017,-0.038,-0.033,10
HR 3612,,BSC,136.6325,38.4522, 4.56,0.021,-0.014,-0.028,17
HR 3771,24    UMa,BSC,143.6204,69.8303, 4.56,0.042,0.077,-0.063,-27
HR 8317,11    Cep,BSC,325.4804,71.3114, 4.56,0.008,0.099,0.117,-37
HR 4200,,BSC,160.8837,-60.5667, 4.57,0.02,0.006,-0.032,9
HR 4063,,BSC,154.9033,-55.0294, 4.57,-0.008,0.003,-0.014,13
HR 6766,,BSC,272.0208,-28.4572, 4.57,0.023,-0.03,0.027,-5
HR 9016,Del Scl,BSC,357.2317,-28.1303, 4.57,0.039,-0.106,0.105,14
HR 3787,32Tau2Hya,BSC,142.9954,-1.185, 4.57,0.027,-0.011,-0.012,6
HR 1934,47Ome Ori,BSC,84.7962,4.1214, 4.57,,-0.003,0.001,22
HR 6117,24Ome Her,BSC,246.3542,14.0333, 4.57,0.041,-0.059,0.044,-6
HR 8225,2    Peg,BSC,322.4871,23.6389, 4.57,0.013,0.004,0.024,-19
HR 8523,2    Lac,BSC,335.2567,46.5367, 4.57,0.04,0.005,0.023,-10
HR 8541,4    Lac,BSC,336.1292,49.4764, 4.57,0.003,-0.003,-0.007,-26
HR 3912,,BSC,147.92,-46.5478, 4.58,0.007,-0.001,-0.008,11
HR 1106,,BSC,54.2738,-40.2747, 4.58,0.011,-0.03,-0.005,12
HR 7650,62    Sgr,BSC,300.6646,-27.7097, 4.58,0.028,0.017,0.036,10
HR 3628,Kap Pyx,BSC,137.0121,-25.8583, 4.58,0.013,0.008,0.041,-45
HR 7592,13    Vul,BSC,298.3654,24.0797, 4.58,0.009,0.038,0.027,-28
HR 2034,136    Tau,BSC,88.3317,27.6122, 4.58,0.021,-0.012,0.003,-16
HR 6636,31Psi1Dra,BSC,265.4846,72.1489, 4.58,0.054,-0.267,0.025,-10
HR 6537,1Sig Ara,BSC,263.915,-46.5056, 4.59,-0.014,-0.035,-0.028,4
HR 180,Mu  Phe,BSC,10.3317,-46.085, 4.59,0.004,-0.002,-0.014,19
HR 7242,Del CrA,BSC,287.0871,-40.4967, 4.59,0.016,-0.026,0.037,20
HR 1143,,BSC,55.7088,-37.3136, 4.59,0.028,-0.077,-0.088,10
HR 2993,1    Pup,BSC,115.885,-28.4111, 4.59,0.018,0.025,-0.014,33
HR 6028,13    Sco,BSC,243.0758,-27.9264, 4.59,,-0.025,-0.013,10
HR 5904,2    Sco,BSC,238.4029,-25.3272, 4.59,0.006,-0.025,-0.016,-10
HR 1892,42    Ori,BSC,83.8467,-4.8383, 4.59,0.006,0,0.004,30
HR 8558,55Zet1Aqr,BSC,337.2071,-0.0203, 4.59,0.022,0.009,0.181,29
HR 1811,30Psi2Ori,BSC,81.7092,3.0956, 4.59,-0.016,-0.004,0.002,12
HR 7133,113    Her,BSC,283.6871,22.645, 4.59,0.013,0.001,0,-24
HR 7995,31    Vul,BSC,313.0321,27.0969, 4.59,0.036,-0.065,-0.067,1
HR 3894,30Phi UMa,BSC,148.0267,54.0644, 4.59,0.032,0.021,-0.004,-12
HR 7371,58Pi  Dra,BSC,290.1671,65.7147, 4.59,0.02,0.045,0.012,-29
HR 4352,,BSC,168.15,-60.3175, 4.60,0.005,0.004,-0.007,-8
HR 4975,,BSC,198.0725,-59.9208, 4.60,0.014,-0.024,-0.049,12
HR 5724,,BSC,231.3342,-38.7336, 4.60,0.012,-0.016,-0.052,-3
HR 4273,Iot Ant,BSC,164.1796,-37.1378, 4.60,0.025,-0.128,0.077,0
HR 7440,52    Sgr,BSC,294.1767,-24.8836, 4.60,0.002,-0.021,0.069,-19
HR 3970,40Ups2Hya,BSC,151.2812,-13.0647, 4.60,,0.018,-0.037,28
HR 2356,11Bet Mon,BSC,97.2042,-7.0328, 4.60,0.021,0,-0.017,20
HR 3759,31Tau1Hya,BSC,142.2871,-2.7689, 4.60,0.072,-0.015,0.13,10
HR 5502,35Omi Boo,BSC,221.3104,16.9644, 4.60,0.045,-0.049,-0.058,-9
HR 8880,62Tau Peg,BSC,350.1592,23.7403, 4.60,0.037,-0.008,0.033,16
HR 3403,4Pi 2UMa,BSC,130.0533,64.3278, 4.60,0.016,0.023,-0.06,15
HR 5589,,BSC,224.3958,65.9325, 4.60,0.01,0.032,-0.079,7
HR 4325,,BSC,166.635,-62.4242, 4.61,0.055,0.013,-0.043,-2
HR 3131,,BSC,119.9667,-18.3992, 4.61,0.021,-0.039,-0.002,-12
HR 7342,46Ups Sgr,BSC,290.4317,-15.955, 4.61,,-0.006,0.002,9
HR 3,33    Psc,BSC,1.3338,-5.7075, 4.61,0.014,0.089,-0.009,-6
HR 7866,47    Cyg,BSC,308.4758,35.2508, 4.61,0.002,-0.006,0.002,-4
HR 63,24The And,BSC,4.2729,38.6817, 4.61,0.022,-0.019,-0.05,1
HR 1324,,BSC,64.5608,50.2956, 4.61,,-0.054,0.047,20
HR 4897,Lam Cru,BSC,193.6633,-59.1467, 4.62,,-0.01,-0.036,12
HR 4460,,BSC,173.6904,-54.2642, 4.62,,0.017,-0.056,3
HR 3684,,BSC,138.9379,-37.4133, 4.62,0.064,-0.01,0.026,6
HR 2949,,BSC,114.7075,-26.8036, 4.62,0.01,0.028,-0.029,33
HR 5777,37    Lib,BSC,233.5446,-10.0644, 4.62,0.027,-0.234,0.309,48
HR 6567,57Mu  Oph,BSC,264.4612,-8.1189, 4.62,,-0.017,-0.009,-19
HR 1855,36Ups Ori,BSC,82.9825,-7.3014, 4.62,,-0.005,-0.001,17
HR 3459,,BSC,130.9183,-7.2336, 4.62,0.007,0.003,-0.002,31
HR 6710,57Zet Ser,BSC,270.1208,-3.6903, 4.62,0.048,-0.045,0.147,-43
HR 549,111Xi  Psc,BSC,28.3888,3.1875, 4.62,0.005,0.023,0.022,30
HR 7141,63The1Ser,BSC,284.055,4.2036, 4.62,0.03,0.031,0.049,-46
HR 5914,1Chi Her,BSC,238.1687,42.4517, 4.62,0.056,0.632,0.44,-55
HR 5961,Iot1Nor,BSC,240.8829,-57.7753, 4.63,0.023,-0.085,-0.124,-14
HR 3089,,BSC,118.2654,-49.6131, 4.63,,0.016,0.002,8
HR 6129,3Ups Oph,BSC,246.9504,-8.3717, 4.63,0.028,0.021,-0.087,-31
HR 4310,63Chi Leo,BSC,166.2542,7.3361, 4.63,0.029,-0.047,-0.341,5
HR 2135,62Chi2Ori,BSC,90.98,20.1383, 4.63,0.025,-0.006,0.002,17
HR 887,48Eps Ari,BSC,44.8029,21.3403, 4.63,0.005,-0.005,-0.017,-6
HR 888,48Eps Ari,BSC,44.8029,21.3403, 4.63,0.005,-0.005,-0.017,-8
HR 4362,72    Leo,BSC,168.8008,23.0956, 4.63,0.01,-0.006,-0.024,16
HR 5889,10Del CrB,BSC,237.3987,26.0683, 4.63,0.014,-0.063,-0.076,-19
HR 947,28Ome Per,BSC,47.8225,39.6117, 4.63,0.023,0.005,-0.023,7
HR 8613,9    Lac,BSC,339.3433,51.5453, 4.63,0.022,-0.101,-0.054,12
HR 265,28Ups2Cas,BSC,14.1658,59.1811, 4.63,0.051,-0.046,-0.092,-47
HR 1148,Gam Cam,BSC,57.5896,71.3322, 4.63,0.012,-0.042,0.017,-1
HR 6916,Nu  Pav,BSC,277.8433,-62.2783, 4.64,,-0.045,-0.003,59
HR 5825,,BSC,235.2971,-44.6611, 4.64,0.06,-0.262,-0.177,-5
HR 6951,The CrA,BSC,278.3758,-42.3125, 4.64,-0.001,-0.022,0.031,-2
HR 4817,,BSC,189.9688,-39.9875, 4.64,,-0.03,-0.047,15
HR 2922,,BSC,113.845,-28.3694, 4.64,,-0.019,-0.074,3
HR 2766,,BSC,109.1458,-27.8811, 4.64,0.012,0.043,-0.01,42
HR 5885,1    Sco,BSC,237.7446,-25.7514, 4.64,,-0.024,-0.018,3
HR 6712,66    Oph,BSC,270.0658,4.3686, 4.64,,-0.013,0.003,-13
HR 6770,71    Oph,BSC,271.8267,8.7339, 4.64,0.021,0.032,0.011,-3
HR 1620,102Iot Tau,BSC,75.7738,21.59, 4.64,0.019,-0.042,0.066,41
HR 7653,15    Vul,BSC,300.2754,27.7536, 4.64,0.03,0.005,0.059,-21
HR 2818,21    Lyn,BSC,111.6783,49.2114, 4.64,0.012,-0.05,-0.013,27
HR 2102,,BSC,88.5254,-63.09, 4.65,0.048,0.537,0.138,25
HR 4848,,BSC,191.5946,-56.4889, 4.65,,-0.013,-0.036,17
HR 5172,,BSC,206.6638,-51.4328, 4.65,0.018,-0.033,0.006,-6
HR 5962,Eta Nor,BSC,240.8038,-49.2297, 4.65,0.022,0.01,0.043,0
HR 2881,,BSC,112.6771,-30.9622, 4.65,0.023,0,-0.021,14
HR 6842,,BSC,274.5133,-27.0425, 4.65,0.033,0.005,0.008,-17
HR 1213,33Tau8Eri,BSC,58.4275,-24.6125, 4.65,,-0.016,0.023,23
HR 6243,20    Oph,BSC,252.4583,-10.7831, 4.65,0.016,-0.093,0.096,-1
HR 1570,7Pi 1Ori,BSC,73.7242,10.1508, 4.65,,-0.132,0.046,13
HR 2564,38    Gem,BSC,103.6612,13.1778, 4.65,0.043,-0.083,0.078,24
HR 1444,86Rho Tau,BSC,68.4621,14.8444, 4.65,0.026,-0.027,0.103,40
HR 360,85Phi Psc,BSC,18.4371,24.5836, 4.65,0.007,-0.023,0.017,6
HR 6436,69    Her,BSC,259.4179,37.2917, 4.65,0.018,0.063,-0.034,-10
HR 8780,3    And,BSC,346.0458,50.0522, 4.65,0.004,0.168,0.164,-35
HR 5226,10    Dra,BSC,207.8579,64.7233, 4.65,0.014,-0.002,0.001,-11
HR 4177,,BSC,159.6879,-59.1831, 4.66,0.016,0.001,-0.012,11
HR 4110,,BSC,156.8517,-57.6389, 4.66,-0.012,0,-0.013,-1
HR 4831,,BSC,190.6475,-48.8131, 4.66,0.025,-0.032,-0.127,-12
HR 2787,,BSC,109.5767,-36.7342, 4.66,,0.001,-0.003,19
HR 2745,27    CMa,BSC,108.5633,-26.3525, 4.66,,0.007,-0.009,0
HR 1240,36Tau9Eri,BSC,59.9813,-24.0164, 4.66,0.015,0.015,0.015,24
HR 4813,26Chi Vir,BSC,189.8117,-7.9956, 4.66,0.02,-0.025,-0.076,-20
HR 7387,32Nu  Aql,BSC,291.6296,0.3386, 4.66,-0.008,0.001,0,-1
HR 8539,52Pi  Aqr,BSC,336.3192,1.3775, 4.66,,0.001,0.019,4
HR 4589,8Pi  Vir,BSC,180.2183,6.6142, 4.66,0.021,-0.03,0.001,-10
HR 2456,15    Mon,BSC,100.2446,9.8956, 4.66,-0.004,-0.006,0.003,33
HR 351,84Chi Psc,BSC,17.8633,21.0347, 4.66,0.015,-0.011,0.038,16
HR 3449,43Gam Cnc,BSC,130.8212,21.4686, 4.66,0.016,-0.039,-0.106,29
HR 9064,84Psi Peg,BSC,359.4396,25.1414, 4.66,0.005,-0.033,-0.034,-4
HR 801,35    Ari,BSC,40.8629,27.7072, 4.66,,-0.012,0.008,13
HR 5154,83    UMa,BSC,205.1846,54.6817, 4.66,0.014,-0.009,-0.022,-17
HR 7125,47Omi Dra,BSC,282.8004,59.3883, 4.66,0.006,0.027,0.079,-20
HR 5820,3Psi1Lup,BSC,234.9417,-34.4119, 4.67,0.032,-0.015,0.004,-23
HR 8039,Gam Mic,BSC,315.3229,-32.2578, 4.67,0.034,0.005,-0.002,18
HR 2155,18The Lep,BSC,91.5387,-14.9353, 4.67,0.012,0.014,-0.018,32
HR 531,53Chi Cet,BSC,27.3962,-10.6864, 4.67,0.046,-0.093,-0.146,-1
HR 6713,93    Her,BSC,270.0142,16.7508, 4.67,0.004,-0.01,-0.007,-24
HR 1044,34    Per,BSC,52.3421,49.5089, 4.67,0.018,-0.027,0.026,-2
HR 8301,80Pi 1Cyg,BSC,325.5237,51.1897, 4.67,,-0.006,0.006,-8
HR 3624,14Tau UMa,BSC,137.7296,63.5136, 4.67,,-0.056,0.098,-9
HR 6020,Del1Aps,BSC,245.0867,-78.6958, 4.68,0.02,-0.035,-0.014,-12
HR 2590,19Pi  CMa,BSC,103.9058,-20.1364, 4.68,0.034,0.043,0.047,8
HR 8260,39Eps Cap,BSC,324.27,-19.4661, 4.68,,0.003,0.015,-24
HR 6884,Zet Sct,BSC,275.9146,-8.9342, 4.68,0.015,0.046,0.045,-6
HR 3141,28    Mon,BSC,120.3054,-1.3925, 4.68,0.009,-0.073,0.068,27
HR 3834,,BSC,144.6138,4.6492, 4.68,0.011,-0.051,-0.163,45
HR 7871,4Zet Del,BSC,308.8271,14.6742, 4.68,0.015,0.013,0.046,-25
HR 1638,11    Ori,BSC,76.1421,15.4042, 4.68,0.018,-0.034,0.016,17
HR 7462,61Sig Dra,BSC,293.09,69.6611, 4.68,0.177,-1.738,0.6,27
HR 570,Eta2Hyi,BSC,28.7337,-67.6472, 4.69,,0.074,0.074,-16
HR 4842,Iot Cru,BSC,191.4079,-60.9811, 4.69,0.036,-0.063,0.098,7
HR 8387,Eps Ind,BSC,330.84,-56.7861, 4.69,0.285,-2.538,3.961,-40
HR 3574,,BSC,134.0808,-52.7236, 4.69,0.02,0.007,0,22
HR 6742,Gam1Sgr,BSC,271.2554,-29.58, 4.69,,0,0.013,-28
HR 612,Nu  For,BSC,31.1225,-29.2969, 4.69,,0.008,0.012,19
HR 3733,Lam Pyx,BSC,140.8013,-28.8339, 4.69,0.038,0.019,-0.123,10
HR 8817,89    Aqr,BSC,347.4783,-22.4575, 4.69,0.04,-0.009,0.026,-5
HR 3749,,BSC,141.8267,-22.3439, 4.69,0.03,-0.161,0.18,29
HR 8649,66    Aqr,BSC,340.8971,-18.8303, 4.69,0.013,-0.028,-0.027,22
HR 8264,23Xi  Aqr,BSC,324.4379,-7.8542, 4.69,0.012,-0.025,0.116,-21
HR 5095,74    Vir,BSC,202.9913,-6.2558, 4.69,0.02,-0.045,-0.104,18
HR 8402,31Omi Aqr,BSC,330.8287,-2.1553, 4.69,,-0.012,0.028,12
HR 8097,5Gam Equ,BSC,317.5854,10.1317, 4.69,0.028,-0.153,0.057,-17
HR 1396,73Pi  Tau,BSC,66.6517,14.7136, 4.69,0.014,-0.033,-0.002,32
HR 1479,92Sig2Tau,BSC,69.8187,15.9181, 4.69,0.02,-0.018,0.083,36
HR 7478,12Phi Cyg,BSC,294.8442,30.1533, 4.69,0.007,0.037,0.004,6
HR 4494,Omi Hya,BSC,175.0533,-34.7447, 4.70,,0,-0.042,6
HR 7597,58Ome Sgr,BSC,298.96,-26.2994, 4.70,0.062,0.083,0.207,-21
HR 2944,,BSC,114.575,-25.3647, 4.70,,-0.007,-0.007,41
HR 6930,Gam Sct,BSC,277.2996,-14.5658, 4.70,0.025,-0.002,0.003,-41
HR 4468,21The Crt,BSC,174.1704,-9.8022, 4.70,,0.008,-0.061,1
HR 3950,29Pi  Leo,BSC,150.0533,8.0442, 4.70,0.017,-0.023,-0.03,23
HR 896,91Lam Cet,BSC,44.9287,8.9075, 4.70,,-0.014,0.004,10
HR 879,22Pi  Per,BSC,44.6904,39.6628, 4.70,0.009,-0.043,0.024,14
HR 5112,24    CVn,BSC,203.6138,49.0161, 4.70,0.034,0.03,-0.127,-18
HR 3642,,BSC,136.4096,-70.5389, 4.71,,-0.005,-0.008,19
HR 5241,,BSC,209.4121,-63.6867, 4.71,0.033,-0.03,-0.044,22
HR 4940,,BSC,196.5696,-48.4636, 4.71,,-0.023,-0.03,6
HR 3046,,BSC,117.0846,-47.0778, 4.71,0.006,-0.078,-0.088,-1
HR 8949,Iot Phe,BSC,353.7692,-42.615, 4.71,0.005,-0.001,0.046,19
HR 8135,Eps Mic,BSC,319.4846,-32.1725, 4.71,0.033,-0.026,0.058,-1
HR 1762,,BSC,80.1121,-21.2394, 4.71,0.002,0,0.005,30
HR 8939,101    Aqr,BSC,353.3192,-20.9144, 4.71,0,0.013,-0.007,15
HR 1834,31    Ori,BSC,82.4333,-1.0922, 4.71,0.006,-0.023,0.004,8
HR 7595,59Xi  Aql,BSC,298.5621,8.4614, 4.71,0.023,-0.081,0.101,-42
HR 4166,37    LMi,BSC,159.68,31.9761, 4.71,0.021,0.008,0,-7
HR 1729,15Lam Aur,BSC,79.7854,40.0992, 4.71,0.066,-0.664,0.519,66
HR 1306,52    Per,BSC,63.7221,40.4836, 4.71,0.004,-0.026,0.008,-2
HR 4248,45Ome UMa,BSC,163.4946,43.19, 4.71,0.014,-0.021,0.045,-17
HR 699,65    And,BSC,36.4058,50.2786, 4.71,0.011,-0.01,0.027,-5
HR 442,39Chi Cas,BSC,23.4829,59.2319, 4.71,0.021,-0.021,-0.037,6
HR 8748,,BSC,343.6033,84.3461, 4.71,0.001,0.026,0.092,3
HR 4530,Mu  Mus,BSC,177.0596,-66.8147, 4.72,0.013,-0.015,0.013,37
HR 4603,The2Cru,BSC,181.08,-63.1656, 4.72,,0.008,-0.02,16
HR 1083,Kap Ret,BSC,52.3446,-62.9375, 4.72,0.06,0.372,0.383,12
HR 1674,Zet Dor,BSC,76.3775,-57.4728, 4.72,0.085,0.115,-0.03,-2
HR 5605,Pi  Lup,BSC,226.28,-47.0511, 4.72,0.009,-0.019,-0.02,5
HR 5980,Del Nor,BSC,241.6225,-45.1733, 4.72,0.035,0.028,0.002,-16
HR 3718,The Pyx,BSC,140.3733,-25.9656, 4.72,0.01,-0.008,-0.011,20
HR 3211,19    Pup,BSC,122.8179,-12.9269, 4.72,0.031,0.012,-0.025,36
HR 7020,Del Sct,BSC,280.5683,-9.0525, 4.72,0.025,0.002,0.009,-45
HR 6262,Zet1Sco,BSC,253.4987,-42.3622, 4.73,,-0.004,0.004,-26
HR 1190,,BSC,57.1496,-37.6206, 4.73,0.024,-0.025,0.079,16
HR 5221,4    Cen,BSC,208.3021,-31.9278, 4.73,,-0.012,-0.015,5
HR 8288,43Kap Cap,BSC,325.6646,-18.8664, 4.73,0.028,-0.006,0.147,-3
HR 4514,27Zet Crt,BSC,176.1908,-18.3508, 4.73,0.03,-0.03,0.031,-5
HR 7990,6Mu  Aqr,BSC,313.1633,-8.9833, 4.73,0.019,-0.03,0.044,-9
HR 1070,17    Eri,BSC,52.6546,-5.0753, 4.73,,0.007,0.014,15
HR 6415,41    Oph,BSC,259.1529,-0.4453, 4.73,0.01,-0.066,-0.023,-2
HR 1765,22    Ori,BSC,80.4404,-0.3825, 4.73,,-0.001,0,29
HR 8309,78Mu 1Cyg,BSC,326.0358,28.7428, 4.73,0.049,-0.241,0.292,18
HR 5017,20    CVn,BSC,199.3854,40.5725, 4.73,0.019,0.021,-0.125,8
HR 123,14Lam Cas,BSC,7.9433,54.5222, 4.73,0.03,-0.01,0.045,-12
HR 8279,9    Cep,BSC,324.48,62.0819, 4.73,-0.008,-0.002,-0.003,-13
HR 4138,,BSC,157.5838,-71.9931, 4.74,0.014,-0.037,0.025,8
HR 8959,,BSC,354.4625,-45.4925, 4.74,0.016,-0.014,0.073,10
HR 5838,43Kap Lib,BSC,235.4867,-19.6789, 4.74,0.04,-0.103,-0.037,-4
HR 5019,61    Vir,BSC,199.6013,-18.3114, 4.74,0.115,-1.065,-1.07,-9
HR 4299,61    Leo,BSC,165.4571,-2.4847, 4.74,0.032,-0.038,0.012,-14
HR 1556,4Omi1Ori,BSC,73.1333,14.2506, 4.74,0.004,-0.057,0,-8
