---,StarNameFString,CatalogFString,StarNumberInt,RightAscenstion,Declination,ProperMotionInRightAscension,ProperMotionInDeclination,Parallax,RadialVelocity,OptionalVisualMagnitude
HR8279,9    Cep,BSC,0,324.48,62.0819,-0.003,-0.002,-0.008,-13,4.73
HR4138,,BSC,0,157.5838,-71.9931,0.025,-0.037,0.014,8,4.74
HR8959,,BSC,0,354.4625,-45.4925,0.073,-0.014,0.016,10,4.74
HR5838,43Kap Lib,BSC,0,235.4867,-19.6789,-0.037,-0.103,0.04,-4,4.74
HR5019,61    Vir,BSC,0,199.6013,-18.3114,-1.07,-1.065,0.115,-9,4.74
HR4299,61    Leo,BSC,0,165.4571,-2.4847,0.012,-0.038,0.032,-14,4.74
HR1556,4Omi1Ori,BSC,0,73.1333,14.2506,0,-0.057,0.004,-8,4.74
HR4697,11    Com,BSC,0,185.1792,17.7928,-0.111,0.092,,42,4.74
HR4090,30    LMi,BSC,0,156.4787,33.7961,-0.07,-0.061,,14,4.74
HR5219,,BSC,0,207.9479,34.4442,-0.019,-0.032,0.026,-44,4.74
HR7426,8    Cyg,BSC,0,292.9429,34.4531,0.001,-0.003,,-22,4.74
HR2011,31Ups Aur,BSC,0,87.76,37.3056,0.035,-0.047,-0.002,38,4.74
HR8047,59    Cyg,BSC,0,314.9567,47.5211,0.006,0.002,,1,4.74
HR399,36Psi Cas,BSC,0,21.4833,68.13,0.074,0.026,0.013,-12,4.74
HR8702,,BSC,0,341.8708,83.1539,0.021,0.049,-0.018,-31,4.74
HR872,Nu  Hyi,BSC,0,42.6188,-75.0669,-0.037,-0.027,0.011,5,4.75
HR5297,,BSC,0,212.4783,-53.4392,-0.146,-0.096,0.017,-16,4.75
HR3226,,BSC,0,122.8579,-42.9872,0.004,0.004,0.004,19,4.75
HR789,,BSC,0,39.95,-42.8917,0.106,-0.027,0.028,18,4.75
HR7188,Zet CrA,BSC,0,285.7787,-42.0953,0.061,-0.049,0.031,-13,4.75
HR5839,4Psi2Lup,BSC,0,235.6708,-34.7106,-0.021,-0.029,,4,4.75
HR850,2Tau2Eri,BSC,0,42.7596,-21.0042,-0.046,-0.019,0.031,-9,4.75
HR740,76Sig Cet,BSC,0,38.0217,-15.2447,-0.07,-0.12,0.035,-29,4.75
HR546,5Gam2Ari,BSC,0,28.3825,19.2936,0.079,-0.104,0.026,-1,4.75
HR4132,,BSC,0,158.3079,40.4256,-0.14,0.006,0.031,9,4.75
HR5350,21Iot Boo,BSC,0,214.0412,51.3672,-0.15,0.092,0.048,-19,4.75
HR8872,34Omi Cep,BSC,0,349.6562,68.1117,0.058,0.016,0.024,-18,4.75
HR3220,,BSC,0,122.2529,-61.3025,-0.158,-0.297,0.055,25,4.76
HR7848,Phi1Pav,BSC,0,308.895,-60.5817,0.068,-0.182,0.026,-20,4.76
HR2762,,BSC,0,108.6592,-48.2717,0.004,0.004,,39,4.76
HR6700,4    Sgr,BSC,0,269.9483,-23.8161,0.001,-0.047,0.01,-18,4.76
HR5068,69    Vir,BSC,0,201.8633,-15.9736,-0.119,0.024,0.059,-14,4.76
HR7773,8Nu  Cap,BSC,0,305.1658,-12.7592,0.019,-0.019,0.021,-2,4.76
HR194,17Phi1Cet,BSC,0,11.0475,-10.6094,-0.009,-0.113,0.022,1,4.76
HR5899,38Rho Ser,BSC,0,237.8163,20.9778,-0.053,0.019,0.015,-62,4.76
HR8796,56    Peg,BSC,0,346.7783,25.4683,0.004,-0.031,0.006,-27,4.76
HR383,90Ups Psc,BSC,0,19.8667,27.2642,0.025,-0.013,0.019,8,4.76
HR1843,25Chi Aur,BSC,0,83.1821,32.1919,-0.002,-0.003,,0,4.76
HR6018,16Tau CrB,BSC,0,242.2429,36.4908,-0.053,0.333,0.031,-19,4.76
HR5982,6Ups Her,BSC,0,240.6996,46.0367,0.059,-0.058,,3,4.76
HR5618,44    Boo,BSC,0,225.9475,47.6544,-0.407,0.033,0.086,-25,4.76
HR918,,BSC,0,46.385,56.7058,-0.014,0.067,0.005,-45,4.76
HR3576,8Rho UMa,BSC,0,135.6362,67.6297,-0.021,0.019,0.014,5,4.76
HR6569,Lam Ara,BSC,0,265.0983,-49.4156,0.078,-0.176,0.044,4,4.77
HR125,Lam1Phe,BSC,0,7.8542,-48.8036,0.143,0.017,0.027,-2,4.77
HR3452,,BSC,0,130.3046,-47.3169,-0.012,0.007,0,17,4.77
HR5364,,BSC,0,215.1771,-45.1872,0.034,-0.08,0.02,0,4.77
HR7652,,BSC,0,300.8896,-37.9408,0.059,-0.092,0.02,-38,4.77
HR5381,51    Hya,BSC,0,215.7742,-27.7539,-0.193,-0.112,0.04,20,4.77
HR3858,,BSC,0,145.3208,-23.5917,-0.028,-0.004,,26,4.77
HR5978,Xi  Sco,BSC,0,241.0921,-11.3731,-0.06,-0.029,0.048,-29,4.77
HR4432,87    Leo,BSC,0,172.5788,-3.0036,0.022,-0.014,0.015,19,4.77
HR248,20    Cet,BSC,0,13.2521,-1.1442,0.008,-0.017,-0.003,16,4.77
HR2503,17    Mon,BSC,0,101.8325,8.0372,-0.026,-0.013,0.013,47,4.77
HR7306,1    Vul,BSC,0,289.0542,21.3903,0,-0.009,0.017,-17,4.77
HR6978,45    Dra,BSC,0,278.1437,57.0456,0.001,-0.006,0.013,-12,4.77
HR9084,The Oct,BSC,0,0.3988,-77.0658,-0.063,-0.177,0.017,24,4.78
HR6417,Zet Aps,BSC,0,260.4975,-67.7706,-0.042,-0.006,0.014,13,4.78
HR3237,,BSC,0,123.3733,-35.8997,0.002,-0.002,,35,4.78
HR6070,,BSC,0,244.5746,-28.6139,-0.028,-0.099,0.031,-13,4.78
HR7822,11Rho Cap,BSC,0,307.215,-17.8136,-0.014,-0.021,0.047,18,4.78
HR1887,,BSC,0,83.7613,-6.0019,0.004,0.002,0.005,28,4.78
HR2037,56    Ori,BSC,0,88.11,1.855,-0.007,-0.012,0.005,10,4.78
HR1427,,BSC,0,67.6404,16.1939,0.107,-0.027,0.053,38,4.78
HR4920,36    Com,BSC,0,194.7308,17.4094,-0.039,0.034,,-2,4.78
HR7739,,BSC,0,303.8163,25.5919,0.008,-0.006,,-7,4.78
HR1551,2    Aur,BSC,0,73.1583,36.7031,-0.027,-0.007,,-17,4.78
HR4380,55    UMa,BSC,0,169.7829,38.1856,-0.057,-0.068,0.025,-3,4.78
HR8001,57    Cyg,BSC,0,313.3117,44.3872,0.01,0.001,,-20,4.78
HR7012,,BSC,0,281.3621,-64.8714,0.027,-0.149,0.035,2,4.79
HR8486,Mu 1Gru,BSC,0,333.9037,-41.3467,0.044,0.022,0.009,-7,4.79
HR3113,,BSC,0,119.4171,-30.3347,-0.006,0.007,0.025,28,4.79
HR3871,The Ant,BSC,0,146.0504,-27.7694,-0.047,0.035,0.053,24,4.79
HR6141,22    Sco,BSC,0,247.5517,-25.115,-0.008,-0.022,,4,4.79
HR2764,,BSC,0,109.1533,-23.3156,-0.01,0.002,0.019,28,4.79
HR1611,64    Eri,BSC,0,74.9825,-12.5375,0.045,-0.091,0.022,-9,4.79
HR3706,26    Hya,BSC,0,139.9433,-11.975,-0.03,0.015,0.023,-2,4.79
HR4902,40Psi Vir,BSC,0,193.5883,-9.5389,-0.024,-0.015,0.021,18,4.79
HR1212,32    Eri,BSC,0,58.5729,-2.9547,0.029,0.002,0.004,27,4.79
HR8551,35    Peg,BSC,0,336.9646,4.6956,0.081,-0.308,0.025,54,4.79
HR4054,40    Leo,BSC,0,154.9337,19.4708,-0.234,-0.214,0.052,7,4.79
HR569,9Lam Ari,BSC,0,29.4821,23.5961,-0.09,-0.013,0.028,-1,4.79
HR8641,43Omi Peg,BSC,0,340.4392,29.3075,-0.004,-0.027,0.024,9,4.79
HR2427,50Psi2Aur,BSC,0,99.8329,42.4889,0.006,-0.058,0.004,17,4.79
HR8468,24    Cep,BSC,0,332.4517,72.3411,0.032,0.003,0.017,-15,4.79
HR4993,Eta Mus,BSC,0,198.8121,-67.8944,-0.041,-0.008,,-8,4.8
HR3709,27    Hya,BSC,0,140.1208,-9.5558,-0.014,-0.029,0.022,25,4.8
HR984,13Zet Eri,BSC,0,48.9583,-8.8197,-0.002,0.046,0.025,-4,4.8
HR1937,49    Ori,BSC,0,84.7213,-7.2131,-0.012,-0.053,0.042,-1,4.8
HR5015,60Sig Vir,BSC,0,199.4012,5.4697,-0.005,0.013,0.011,-27,4.8
HR1380,64Del2Tau,BSC,0,66.0242,17.4439,0.11,-0.038,0.017,39,4.8
HR45,89Chi Peg,BSC,0,3.6508,20.2067,0.093,0,0.015,-46,4.8
HR4954,41    Com,BSC,0,196.7946,27.6247,0.031,-0.07,0.008,-16,4.8
HR179,19Xi  Cas,BSC,0,10.5162,50.5125,0.015,-0.005,,-10,4.8
HR9066,,BSC,0,359.6033,51.3886,0.08,0.009,,21,4.8
HR4716,5    CVn,BSC,0,186.0063,51.5622,0.014,0.013,0.038,-12,4.8
HR1129,,BSC,0,56.5096,63.345,-0.004,-0.013,0,-2,4.8
HR3616,13Sig2UMa,BSC,0,137.5967,67.1347,-0.02,-0.074,0.056,-2,4.8
HR6596,28Ome Dra,BSC,0,264.2379,68.7581,0.002,0.323,0.045,-14,4.8
HR2209,,BSC,0,94.7117,69.3197,0.002,-0.107,0.008,-7,4.8
HR3728,,BSC,0,140.2367,-62.4047,-0.013,0.002,0.017,51,4.81
HR8582,Nu  Tuc,BSC,0,338.2504,-61.9822,0.039,-0.025,0.007,-3,4.81
HR2212,Del Pic,BSC,0,92.5746,-54.9686,-0.003,0.005,,31,4.81
HR6631,Iot2Sco,BSC,0,267.5467,-40.0906,0.007,-0.008,-0.001,-10,4.81
HR105,Eta Scl,BSC,0,6.9821,-33.0072,-0.019,-0.052,-0.014,11,4.81
HR6519,51    Oph,BSC,0,262.8542,-23.9628,0.004,-0.027,0.04,-12,4.81
HR6896,21    Sgr,BSC,0,276.3375,-20.5417,0.006,-0.025,0.013,-12,4.81
HR1617,65Psi Eri,BSC,0,75.3596,-7.1739,0.003,0.008,,25,4.81
HR5409,105Phi Vir,BSC,0,217.0504,-2.2281,-0.139,-0.002,0.047,-10,4.81
HR4789,23    Com,BSC,0,188.7129,22.6292,-0.065,0.021,0.004,-16,4.81
HR5600,41Ome Boo,BSC,0,225.5271,25.0081,-0.007,-0.051,0.025,14,4.81
HR4707,12    Com,BSC,0,185.6263,25.8461,-0.011,-0.009,0.014,1,4.81
HR5490,34    Boo,BSC,0,220.8558,26.5278,-0.013,-0.017,0.002,6,4.81
HR8522,32    Peg,BSC,0,335.3304,28.3306,0.018,0.002,0.023,8,4.81
HR5361,,BSC,0,214.4992,35.5094,0.004,0.016,,-26,4.81
HR7763,34    Cyg,BSC,0,304.4467,38.0331,-0.005,-0.004,0.004,-9,4.81
HR3809,,BSC,0,143.7658,39.6214,-0.03,0.022,,-12,4.81
HR4196,,BSC,0,160.5583,-64.4664,-0.026,0.018,,24,4.82
HR4205,,BSC,0,161.0287,-63.9611,-0.019,0.013,,26,4.82
HR3159,,BSC,0,120.0833,-63.5675,0.001,0.017,,22,4.82
HR4732,,BSC,0,186.6317,-51.4508,-0.044,-0.017,,5,4.82
HR3294,,BSC,0,125.6317,-48.4903,-0.013,0.008,,27,4.82
HR5606,Pi  Lup,BSC,0,226.28,-47.0511,-0.019,-0.019,0.009,5,4.82
HR5651,,BSC,0,228.2063,-44.5006,-0.034,-0.028,,14,4.82
HR8151,The1Mic,BSC,0,320.19,-40.8097,0.069,-0.005,0.012,2,4.82
HR8982,104    Aqr,BSC,0,355.4408,-17.8164,0.015,0.004,-0.009,3,4.82
HR2450,,BSC,0,99.8196,-14.1458,0.004,-0.004,-0.003,29,4.82
HR4163,,BSC,0,159.3883,-13.3844,0.034,-0.032,,-25,4.82
HR8573,57Sig Aqr,BSC,0,337.6617,-10.6781,0.003,-0.03,0.021,11,4.82
HR6318,30    Oph,BSC,0,255.265,-4.2225,-0.041,-0.075,0.015,-7,4.82
HR6093,50Sig Ser,BSC,0,245.5183,1.0292,-0.155,0.05,0.043,-50,4.82
HR1676,15    Ori,BSC,0,77.425,15.5972,0.002,-0.013,0.004,30,4.82
HR7891,29    Vul,BSC,0,309.6304,21.2011,0.071,0.005,0.002,-18,4.82
HR2084,139    Tau,BSC,0,89.4987,25.9539,0,-0.002,,8,4.82
HR6431,68    Her,BSC,0,259.3312,33.1,-0.008,-0.003,0.009,-21,4.82
HR991,,BSC,0,49.6825,34.2228,0.003,-0.006,0.012,2,4.82
HR5901,11Kap CrB,BSC,0,237.8079,35.6575,-0.007,-0.347,0.034,-24,4.82
HR5127,25    CVn,BSC,0,204.365,36.295,-0.099,0.027,0.03,-6,4.82
HR620,58    And,BSC,0,32.1221,37.8592,0.157,-0.044,0.006,8,4.82
HR6254,52    Her,BSC,0,252.3092,45.9833,0.026,-0.055,0.01,-1,4.82
HR244,,BSC,0,13.2671,61.1242,-0.071,0.172,0.066,21,4.82
HR6945,42    Dra,BSC,0,276.4962,65.5636,0.105,-0.023,0.021,32,4.82
HR7180,52Ups Dra,BSC,0,283.5996,71.2972,0.049,0.044,0.014,-7,4.82
HR5321,4    UMi,BSC,0,212.2121,77.5475,-0.032,0.034,0.01,6,4.82
HR1744,The Dor,BSC,0,78.4392,-67.1853,0.019,0.036,-0.006,11,4.83
HR574,,BSC,0,29.2917,-47.385,0.103,0.016,0.021,12,4.83
HR4080,,BSC,0,155.5817,-41.65,-0.022,0.056,0.024,21,4.83
HR2702,,BSC,0,107.2129,-39.6558,-0.009,0.002,,20,4.83
HR1743,Omi Col,BSC,0,79.3712,-34.8953,0.09,-0.337,0.018,21,4.83
HR3282,,BSC,0,125.3458,-33.0544,-0.008,0.004,0.03,33,4.83
HR6628,,BSC,0,267.2938,-31.7033,0.011,-0.015,,-13,4.83
HR7618,60    Sgr,BSC,0,299.7383,-26.1956,0.035,0.033,0.014,-49,4.83
HR7116,32Nu 1Sgr,BSC,0,283.5425,-22.745,0.01,-0.01,0.03,-12,4.83
HR2571,15    CMa,BSC,0,103.3871,-20.2242,-0.009,0.004,,28,4.83
HR4402,14Eps Crt,BSC,0,171.1525,-10.8594,-0.028,0.027,,3,4.83
HR7149,Eta Sct,BSC,0,284.2654,-5.8461,0.066,-0.036,0.039,-93,4.83
HR996,96Kap1Cet,BSC,0,49.8404,3.3703,0.271,0.092,0.108,20,4.83
HR5477,30Zet Boo,BSC,0,220.2871,13.7283,0.053,-0.016,0.009,-6,4.83
HR545,5Gam1Ari,BSC,0,28.3825,19.2958,0.078,-0.112,0.026,4,4.83
HR5972,44Pi  Ser,BSC,0,240.5737,22.8044,0.002,0.028,0.012,-28,4.83
HR5304,12    Boo,BSC,0,212.5996,25.0917,-0.022,-0.061,0.042,11,4.83
HR7064,,BSC,0,281.5187,26.6622,0.018,0.024,0.023,-17,4.83
HR643,60    And,BSC,0,33.3054,44.2317,-0.02,-0.016,,-46,4.83
HR417,48Ome And,BSC,0,21.9142,45.4067,0.351,-0.107,0.03,11,4.83
HR7730,30    Cyg,BSC,0,303.325,46.8158,0.012,-0.001,0.012,-26,4.83
HR3662,18    UMa,BSC,0,139.0471,54.0219,0.049,0.061,0.042,-19,4.83
HR253,26Ups1Cas,BSC,0,13.7504,58.9728,-0.032,-0.043,0.006,-23,4.83
HR6223,18    Dra,BSC,0,250.2296,64.5892,0.001,-0.013,0.009,0,4.83
HR837,Zet Hyi,BSC,0,41.3858,-67.6167,0.069,0.046,0.009,4,4.84
HR2961,,BSC,0,114.8642,-38.3083,-0.014,0.004,,26,4.84
HR8060,22Eta Cap,BSC,0,316.1013,-19.855,-0.034,-0.037,0.055,24,4.84
HR781,83Eps Cet,BSC,0,39.8908,-11.8722,0.146,-0.236,0.072,15,4.84
HR4291,58    Leo,BSC,0,165.14,3.6175,0.014,-0.016,0.007,6,4.84
HR8413,22Nu  Peg,BSC,0,331.42,5.0586,0.111,0.1,0.014,-16,4.84
HR434,98Mu  Psc,BSC,0,22.5462,6.1439,0.294,-0.048,0.018,34,4.84
HR1311,47    Tau,BSC,0,63.485,9.2636,-0.01,-0.038,0.029,-7,4.84
HR6159,29    Her,BSC,0,248.1512,11.4881,-0.18,-0.078,-0.012,3,4.84
HR604,57Gam2And,BSC,0,30.9779,42.3308,0.037,-0.055,0.013,-14,4.84
HR7977,55    Cyg,BSC,0,312.2346,46.1142,0.004,0,0.017,-7,4.84
HR3173,27    Lyn,BSC,0,122.1142,51.5067,-0.059,-0.004,-0.009,11,4.84
HR4112,36    UMa,BSC,0,157.6567,55.9806,-0.176,-0.03,0.077,9,4.84
HR985,,BSC,0,49.9975,65.6522,0.015,-0.013,0.009,-3,4.84
HR4126,,BSC,0,158.7729,75.7131,-0.03,-0.003,0.027,17,4.84
HR4222,,BSC,0,161.7133,-64.3833,-0.023,0.012,,16,4.85
HR8655,Eta Gru,BSC,0,341.4079,-53.5003,0.029,0.014,0.005,28,4.85
HR4933,Xi 1Cen,BSC,0,195.8883,-49.5272,-0.059,-0.014,0.012,0,4.85
HR8644,Rho Gru,BSC,0,340.875,-41.4144,0.006,-0.095,0.03,29,4.85
HR4979,,BSC,0,198.0133,-37.8031,-0.385,0.047,0.053,-15,4.85
HR7292,42Psi Sgr,BSC,0,288.885,-25.2567,0.045,-0.025,0.005,-33,4.85
HR2874,,BSC,0,112.4642,-23.0244,-0.004,-0.006,-0.003,37,4.85
HR565,56    Cet,BSC,0,29.1675,-22.5269,0.062,-0.029,-0.012,27,4.85
HR4515,2Xi  Vir,BSC,0,176.3212,8.2583,0.061,-0.018,0.039,-1,4.85
HR6103,19Xi  CrB,BSC,0,245.5242,30.8919,-0.096,0.109,0.016,-29,4.85
HR1350,53    Per,BSC,0,65.3883,46.4989,0.025,-0.035,,1,4.85
HR8860,8    And,BSC,0,349.4362,49.0153,0.037,0.008,0.011,-8,4.85
HR6237,,BSC,0,251.3242,56.7819,0.018,0.066,0.046,-4,4.85
HR8797,1    Cas,BSC,0,346.6537,59.4197,0.009,0.001,,-9,4.85
HR377,Kap Tuc,BSC,0,18.9421,-68.8761,0.399,0.107,0.061,9,4.86
HR5666,Eps Cir,BSC,0,229.4121,-63.6106,0.001,0.008,0.004,-5,4.86
HR4729,,BSC,0,186.6288,-63.1225,-0.04,-0.025,,27,4.86
HR3414,,BSC,0,128.8317,-58.0092,0.042,0.022,0.017,24,4.86
HR3467,,BSC,0,130.6062,-53.1139,-0.015,0.022,,22,4.86
HR3990,,BSC,0,152.2346,-51.8111,-0.01,0.001,,14,4.86
HR6675,,BSC,0,269.1975,-44.3422,-0.006,-0.017,0.017,45,4.86
HR7515,56    Sgr,BSC,0,296.5904,-19.7611,-0.129,-0.089,0.025,20,4.86
HR9067,27    Psc,BSC,0,359.6683,-3.5561,-0.051,-0.072,0.029,0,4.86
HR6866,74    Oph,BSC,0,275.2171,3.3772,0,0.01,0.019,5,4.86
HR754,78Nu  Cet,BSC,0,38.9688,5.5933,-0.026,-0.025,0.002,5,4.86
HR5480,31    Boo,BSC,0,220.4117,8.1617,-0.009,0.003,0.011,-22,4.86
HR5370,20    Boo,BSC,0,214.9383,16.3069,-0.142,0.06,,-8,4.86
HR1946,126    Tau,BSC,0,85.3238,16.5339,0.008,-0.018,0.014,21,4.86
HR2002,132    Tau,BSC,0,87.2542,24.5675,-0.004,-0.023,0.005,16,4.86
HR1689,11Mu  Aur,BSC,0,78.3571,38.4844,-0.018,-0.075,0.023,21,4.86
HR5002,,BSC,0,199.3042,-66.7836,-0.02,-0.014,0.007,-10,4.87
HR7134,Lam Tel,BSC,0,284.6154,-52.9386,0.01,-0.011,,-2,4.87
HR7152,Eps CrA,BSC,0,284.6808,-37.1075,-0.132,-0.105,0.032,54,4.87
HR7029,,BSC,0,281.0808,-35.6419,0,-0.031,,4,4.87
HR6334,,BSC,0,256.2058,-34.1228,0.008,-0.002,,4,4.87
HR2056,Lam Col,BSC,0,88.2787,-33.8014,-0.004,0.033,0.035,30,4.87
HR6595,58    Oph,BSC,0,265.8575,-21.6833,-0.095,-0.043,0.06,11,4.87
HR1318,39    Eri,BSC,0,63.5988,-10.2564,-0.009,-0.162,0.015,7,4.87
HR4374,53Xi  UMa,BSC,0,169.5454,31.5292,-0.432,-0.586,0.137,-16,4.87
HR660,8Del Tri,BSC,0,34.2633,34.2242,1.154,-0.245,0.093,-6,4.87
HR6555,25Nu 2Dra,BSC,0,263.0667,55.1731,0.148,0.056,0.035,-16,4.87
HR9008,5Tau Cas,BSC,0,356.7646,58.6519,0.061,0.057,0.014,-21,4.87
HR2470,12    Lyn,BSC,0,101.5587,59.4417,-0.023,-0.002,0.011,-3,4.87
HR932,,BSC,0,47.9846,74.3936,0.012,-0.09,0.032,10,4.87
HR7859,Rho Pav,BSC,0,309.3971,-61.53,0.057,-0.072,0.003,8,4.88
HR6682,,BSC,0,269.4488,-41.7161,-0.015,-0.01,-0.005,4,4.88
HR3919,,BSC,0,148.5513,-25.9325,-0.18,0.054,0.031,51,4.88
HR994,15    Eri,BSC,0,49.5921,-22.5114,0.018,0.012,0.028,24,4.88
HR3441,9    Hya,BSC,0,130.4304,-15.9433,0.001,-0.098,0.032,-2,4.88
HR5941,48    Lib,BSC,0,239.5475,-14.2794,-0.012,-0.015,,-6,4.88
HR4828,30Rho Vir,BSC,0,190.4713,10.2356,0.084,-0.091,,2,4.88
HR3003,81    Gem,BSC,0,116.5308,18.51,-0.076,-0.058,0.014,81,4.88
HR1810,114    Tau,BSC,0,81.9088,21.9369,0.002,-0.007,,13,4.88
HR1533,,BSC,0,72.4775,37.4883,-0.038,0.04,0.025,-23,4.88
HR8622,10    Lac,BSC,0,339.8154,39.0503,0.001,-0.005,,-10,4.88
HR390,46Xi  And,BSC,0,20.585,45.5289,0.032,0.009,0.026,-13,4.88
HR6554,24Nu 1Dra,BSC,0,263.0442,55.1842,0.147,0.057,0.035,-15,4.88
HR9071,8Sig Cas,BSC,0,359.7521,55.755,0.009,-0.004,0.006,-13,4.88
HR4134,,BSC,0,157.8408,-53.7156,-0.418,0.205,0.05,20,4.89
HR7952,Zet Ind,BSC,0,312.3708,-46.2269,0.04,0.024,0.012,-5,4.89
HR2746,,BSC,0,108.3058,-45.1831,-0.019,-0.099,0.01,4,4.89
HR5967,,BSC,0,240.8508,-38.6025,-0.016,-0.027,,-2,4.89
HR3433,Zet Pyx,BSC,0,129.9271,-29.5611,-0.02,-0.089,0.021,-32,4.89
HR3556,Del Pyx,BSC,0,133.8813,-27.6819,0.079,-0.102,0.037,5,4.89
HR4162,,BSC,0,159.3071,-27.4125,-0.109,0.024,0.01,17,4.89
HR33,6    Cet,BSC,0,2.8163,-15.4681,-0.077,-0.268,0.067,14,4.89
HR708,72Rho Cet,BSC,0,36.4875,-12.2906,-0.01,-0.009,0.029,10,4.89
HR7873,70    Aql,BSC,0,309.1817,-2.55,0.013,-0.011,0.016,-10,4.89
HR972,58Zet Ari,BSC,0,48.7254,21.0444,-0.028,-0.073,0.02,7,4.89
HR7517,15    Cyg,BSC,0,296.0692,37.3544,0.075,0.035,0.021,-24,4.89
HR223,25Nu  Cas,BSC,0,12.2087,50.9683,0.035,-0.006,,9,4.89
HR6315,19    Dra,BSC,0,254.0071,65.1347,0.24,0.05,0.062,-23,4.89
HR4549,,BSC,0,177.9633,-65.2061,-0.039,-0.01,,21,4.9
HR7424,Iot Tel,BSC,0,293.8042,-48.0992,-0.009,-0.038,0.002,22,4.9
HR7965,Alp Mic,BSC,0,312.4921,-33.7797,0.01,-0.025,0.012,-15,4.9
HR749,Ome For,BSC,0,38.4613,-28.2325,-0.019,-0.013,,10,4.9
HR412,46    Cet,BSC,0,21.405,-14.5989,0.039,-0.018,0.007,-23,4.9
HR7032,Eps Sct,BSC,0,280.8804,-8.2753,0.022,0.008,0.016,-11,4.9
HR2275,,BSC,0,94.9983,-2.9444,-0.013,0.004,-0.001,47,4.9
HR8717,50Rho Peg,BSC,0,343.8071,8.8158,0.079,0.014,0.006,-10,4.9
HR4894,35    Com,BSC,0,193.3242,21.245,-0.047,-0.022,0.021,-7,4.9
HR4924,37    Com,BSC,0,195.0688,30.785,-0.018,-0.013,0.016,-13,4.9
HR2930,71Omi Gem,BSC,0,114.7913,34.5842,-0.037,-0.117,0.021,7,4.9
HR8255,72    Cyg,BSC,0,323.6942,38.5342,0.124,0.099,0.012,-66,4.9
HR2696,63    Aur,BSC,0,107.9137,39.3206,0.044,0.003,0.023,-27,4.9
HR2585,16    Lyn,BSC,0,104.4046,45.0942,-0.021,-0.004,0.006,-8,4.9
HR6200,42    Her,BSC,0,249.6871,48.9283,-0.047,0.031,0.017,-55,4.9
HR5303,Eta Aps,BSC,0,214.5575,-81.0078,-0.031,-0.063,,-9,4.91
HR4583,Eps Cha,BSC,0,179.9054,-78.2219,-0.057,-0.002,0.012,13,4.91
HR6098,Zet TrA,BSC,0,247.1171,-70.0844,0.196,0.108,0.094,9,4.91
HR4523,,BSC,0,176.6296,-40.5006,-1.531,0.401,0.099,15,4.91
HR4874,,BSC,0,192.6717,-33.9994,-0.028,-0.02,0.02,4,4.91
HR5660,1    Lup,BSC,0,228.6554,-31.5192,-0.005,0.001,0.014,-23,4.91
HR1621,,BSC,0,75.3567,-20.0519,0.034,-0.015,,24,4.91
HR4171,Phi3Hya,BSC,0,159.6458,-16.8767,-0.097,0.027,0.014,18,4.91
HR5301,,BSC,0,212.7104,-16.3019,0.006,-0.006,0.012,18,4.91
HR7831,69    Aql,BSC,0,307.4125,-2.8856,0.073,-0.021,0.021,-23,4.91
HR1437,45    Eri,BSC,0,67.9696,-0.0439,0.003,-0.009,-0.009,17,4.91
HR1963,51    Ori,BSC,0,85.6192,1.4747,-0.058,-0.015,0.015,88,4.91
HR2010,134    Tau,BSC,0,87.3871,12.6511,-0.02,-0.024,,18,4.91
HR6355,60    Her,BSC,0,256.3446,12.7408,0.051,-0.01,0.022,-4,4.91
HR5201,6    Boo,BSC,0,207.4283,21.2642,0.024,0.017,,-3,4.91
HR7939,30    Vul,BSC,0,311.2188,25.2706,-0.028,-0.182,0.006,31,4.91
HR788,12    Per,BSC,0,40.5621,40.1939,-0.019,-0.186,0.043,-23,4.91
HR2289,46Psi1Aur,BSC,0,96.2246,49.2881,-0.002,-0.001,0.007,5,4.91
HR8926,,BSC,0,352.5083,58.5489,0.02,0.005,0.006,-13,4.91
HR8383,,BSC,0,329.1629,63.6256,-0.005,-0.004,0.004,-19,4.91
HR3582,,BSC,0,134.2433,-59.2294,-0.009,0.007,,27,4.92
HR4989,,BSC,0,198.5617,-59.1033,-0.265,-0.157,0.053,-65,4.92
HR5371,,BSC,0,215.6542,-58.4594,-0.052,0.013,0.024,15,4.92
HR5489,,BSC,0,221.2467,-35.1919,0.003,-0.004,0.019,-5,4.92
HR8447,15Tau PsA,BSC,0,332.5367,-32.5483,0.434,0.013,0.053,-15,4.92
HR5985,8Bet2Sco,BSC,0,241.3604,-19.8019,-0.019,-0.02,,-4,4.92
HR5586,19Del Lib,BSC,0,225.2433,-8.5189,-0.063,-0.005,0.02,-39,4.92
HR2701,20    Mon,BSC,0,107.5571,-4.2372,0,0.215,0.03,79,4.92
HR7956,,BSC,0,311.795,34.3742,0.047,0.004,0.005,-23,4.92
HR4997,,BSC,0,198.4292,40.1528,-0.048,0.015,0.004,-21,4.92
HR7137,,BSC,0,283.3067,50.7083,0.005,-0.025,0.024,8,4.92
HR7619,24Psi Cyg,BSC,0,298.9075,52.4389,-0.037,-0.03,0.005,-10,4.92
HR4142,,BSC,0,157.7583,-73.2217,-0.017,-0.001,,11,4.93
HR4823,,BSC,0,190.4858,-59.6858,-0.025,-0.002,,13,4.93
HR2672,,BSC,0,105.9737,-49.5839,-0.045,0.146,0.02,27,4.93
